Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default P(X),Loss (X),X.P(X),Expected loss,,,,
440,23.31,8.43%,0.0058,2134496.7,12380.08086,,,,,
441,0.87,38.23%,0.006,53739.9,322.4394,,,,,
442,7.52,32.11%,0.0075,510532.8,3828.996,,,,,
443,12.35,29.90%,0.0056,865735,4848.116,,,,,
444,17.93,32.76%,0.0064,1205613.2,7715.92448,,,,,
445,14.02,38.14%,0.005,867277.2,4336.386,,,,,
446,11.96,35.81%,0.0044,767712.4,3377.93456,,,,,
447,2.86,18.07%,0.0088,234319.8,2062.01424,,,,,
448,12.56,22.77%,0.0007,970008.8,679.00616,,,,,
449,16.34,17.66%,0.0063,1345435.6,8476.24428,,,,,
450,3.94,35.51%,0.0088,254090.6,2235.99728,,,,,
451,16.18,24.11%,0.0066,1227900.2,8104.14132,,,,,
452,9,27.26%,0.0094,654660,6153.804,,,,,
453,10.55,25.64%,0.0045,784498,3530.241,,,,,
454,12.74,7.88%,0.0029,1173608.8,3403.46552,,,,,
455,13.42,16.30%,0.0099,1123254,11120.2146,,,,,
456,7.85,12.29%,0.0062,688523.5,4268.8457,,,,,
457,20.62,30.72%,0.0071,1428553.6,10142.73056,,,,,
458,8.74,23.78%,0.0093,666162.8,6195.31404,,,,,
459,22.31,27.44%,0.0086,1618813.6,13921.79696,,,,,
460,18.03,39.31%,0.0018,1094240.7,1969.63326,,,,,
461,9.26,11.70%,0.0061,817658,4987.7138,,,,,
462,16.42,4.95%,0.0029,1560721,4526.0909,,,,,
463,17.44,7.15%,0.0044,1619304,7124.9376,,,,,
464,13.68,5.65%,0.0045,1290708,5808.186,,,,,
465,0.87,16.26%,0.0072,72853.8,524.54736,,,,,
466,11.86,21.94%,0.0086,925791.6,7961.80776,,,,,
467,7.23,19.56%,0.0084,581581.2,4885.28208,,,,,
468,3.76,22.15%,0.0031,292716,907.4196,,,,,
469,19.91,8.86%,0.0079,1814597.4,14335.31946,,,,,
470,19.8,39.34%,0.0099,1201068,11890.5732,,,,,
471,20,14.32%,0.0071,1713600,12166.56,,,,,
472,24.13,3.05%,0.0013,2339403.5,3041.22455,,,,,
473,7.55,12.75%,0.009,658737.5,5928.6375,,,,,
474,5.89,5.71%,0.0053,555368.1,2943.45093,,,,,
475,23.96,37.06%,0.0017,1508042.4,2563.67208,,,,,
476,13.42,29.38%,0.0066,947720.4,6254.95464,,,,,
477,15.49,37.89%,0.0048,962083.9,4618.00272,,,,,
478,15.55,10.19%,0.0027,1396545.5,3770.67285,,,,,
479,20.51,39.36%,0.0037,1243726.4,4601.78768,,,,,
480,4.65,33.18%,0.0012,310713,372.8556,,,,,
481,22.71,3.42%,0.0004,2193331.8,877.33272,,,,,
482,2.05,10.38%,0.0001,183721,18.3721,,,,,
483,16.56,1.98%,0.0015,1623211.2,2434.8168,,,,,
484,24.01,36.10%,0.0058,1534239,8898.5862,,,,,
485,23.02,9.10%,0.0006,2092518,1255.5108,,,,,
486,8.97,32.24%,0.0018,607807.2,1094.05296,,,,,
487,13.88,39.92%,0.006,833910.4,5003.4624,,,,,
488,18.85,16.45%,0.0011,1574917.5,1732.40925,,,,,
489,21.34,24.76%,0.0074,1605621.6,11881.59984,,,,,
490,6.59,12.45%,0.0076,576954.5,4384.8542,,,,,
491,23.48,18.00%,0.0042,1925360,8086.512,,,,,
492,18.09,13.18%,0.0012,1570573.8,1884.68856,,,,,
493,24.38,23.06%,0.0003,1875797.2,562.73916,,,,,
494,8.36,38.75%,0.0001,512050,51.205,,,,,
495,18.87,28.97%,0.0092,1340336.1,12331.09212,,,,,
496,21.33,19.74%,0.0018,1711945.8,3081.50244,,,,,
497,4.94,0.80%,0.0046,490048,2254.2208,,,,,
498,9.45,4.01%,0.0035,907105.5,3174.86925,,,,,
499,12.8,23.68%,0.0006,976896,586.1376,,,,,
500,24.25,29.88%,0.0027,1700410,4591.107,,,,,
501,7.77,4.90%,0.0047,738927,3472.9569,,,,,
502,10.42,3.35%,0.0001,1007093,100.7093,,,,,
503,16.48,29.40%,0.0047,1163488,5468.3936,,,,,
504,19.35,2.51%,0.009,1886431.5,16977.8835,,,,,
505,21.98,5.39%,0.0061,2079527.8,12685.11958,,,,,
506,13.6,35.45%,0.0047,877880,4126.036,,,,,
507,7.29,16.18%,0.004,611047.8,2444.1912,,,,,
508,10.15,1.36%,0.0045,1001196,4505.382,,,,,
509,5.39,22.31%,0.0032,418749.1,1339.99712,,,,,
510,21.44,17.91%,0.0037,1760009.6,6512.03552,,,,,
511,23.4,29.22%,0.005,1656252,8281.26,,,,,
512,5.89,35.80%,0.0056,378138,2117.5728,,,,,
513,20.24,34.52%,0.0045,1325315.2,5963.9184,,,,,
514,9.5,39.91%,0.0003,570855,171.2565,,,,,
515,3.37,25.60%,0.0053,250728,1328.8584,,,,,
516,24.77,2.43%,0.0082,2416808.9,19817.83298,,,,,
517,0.22,29.93%,0.0077,15415.4,118.69858,,,,,
518,14.57,0.26%,0.0001,1453211.8,145.32118,,,,,
519,2.24,37.10%,0.0011,140896,154.9856,,,,,
520,23.54,20.69%,0.0026,1866957.4,4854.08924,,,,,
521,18.04,37.67%,0.0081,1124433.2,9107.90892,,,,,
522,9.49,37.45%,0.0081,593599.5,4808.15595,,,,,
523,10.65,10.55%,0.0046,952642.5,4382.1555,,,,,
524,7.22,0.51%,0.0058,718317.8,4166.24324,,,,,
525,8,2.23%,0.0042,782160,3285.072,,,,,
526,2.07,32.81%,0.0029,139083.3,403.34157,,,,,
527,2.12,9.52%,0.003,191817.6,575.4528,,,,,
528,11.5,16.10%,0.0043,964850,4148.855,,,,,
529,13.47,27.31%,0.0012,979134.3,1174.96116,,,,,
530,20.43,19.11%,0.0059,1652582.7,9750.23793,,,,,
531,7.35,35.33%,0.0037,475324.5,1758.70065,,,,,
532,3.85,5.49%,0.0089,363863.5,3238.38515,,,,,
533,23.62,14.67%,0.0021,2015494.6,4232.53866,,,,,
534,7.2,33.12%,0.0041,481536,1974.2976,,,,,
535,16,33.50%,0.002,1064000,2128,,,,,
536,1.11,31.53%,0.0014,76001.7,106.40238,,,,,
537,18.71,36.05%,0.0094,1196504.5,11247.1423,,,,,
538,19.4,14.22%,0.0063,1664132,10484.0316,,,,,
539,4.83,23.21%,0.0018,370895.7,667.61226,,,,,
540,3.15,31.35%,0.0048,216247.5,1037.988,,,,,
541,8.79,13.47%,0.0053,760598.7,4031.17311,,,,,
542,10.49,39.32%,0.0071,636533.2,4519.38572,,,,,
543,20.23,12.70%,0.0002,1766079,353.2158,,,,,
544,11.53,7.46%,0.0022,1066986.2,2347.36964,,,,,
545,7.18,31.18%,0.0018,494127.6,889.42968,,,,,
546,21.12,19.59%,0.0027,1698259.2,4585.29984,,,,,
547,2.62,6.09%,0.0026,246044.2,639.71492,,,,,
548,1.96,9.92%,0.0093,176556.8,1641.97824,,,,,
549,10.32,6.96%,0.0008,960172.8,768.13824,,,,,
550,6.69,35.20%,0.0012,433512,520.2144,,,,,
551,6.46,39.26%,0.0082,392380.4,3217.51928,,,,,
552,5.58,10.18%,0.0022,501195.6,1102.63032,,,,,
553,5.91,39.52%,0.0068,357436.8,2430.57024,,,,,
554,2.13,14.00%,0.0051,183180,934.218,,,,,
555,1.12,30.02%,0.0007,78377.6,54.86432,,,,,
556,12.7,1.46%,0.0058,1251458,7258.4564,,,,,
557,14.31,7.12%,0.0039,1329112.8,5183.53992,,,,,
558,13.02,8.21%,0.0091,1195105.8,10875.46278,,,,,
559,20.87,2.52%,0.0052,2034407.6,10578.91952,,,,,
560,24.51,28.54%,0.0018,1751484.6,3152.67228,,,,,
561,14.89,33.26%,0.0075,993758.6,7453.1895,,,,,
562,22.45,32.05%,0.0042,1525477.5,6407.0055,,,,,
563,22.72,8.08%,0.0003,2088422.4,626.52672,,,,,
564,14.06,9.98%,0.004,1265681.2,5062.7248,,,,,
565,12.43,13.76%,0.0086,1071963.2,9218.88352,,,,,
566,8.95,7.16%,0.0045,830918,3739.131,,,,,
567,15.76,19.12%,0.0087,1274668.8,11089.61856,,,,,
568,17.78,31.37%,0.0009,1220241.4,1098.21726,,,,,
569,12.6,0.09%,0.0075,1258866,9441.495,,,,,
570,5.85,8.15%,0.0046,537322.5,2471.6835,,,,,
571,21.79,35.55%,0.0095,1404365.5,13341.47225,,,,,
572,13.62,39.64%,0.0089,822103.2,7316.71848,,,,,
573,14.97,1.90%,0.0083,1468557,12189.0231,,,,,
574,5.5,9.26%,0.0078,499070,3892.746,,,,,
575,13.66,35.43%,0.0088,882026.2,7761.83056,,,,,
576,15.63,1.91%,0.002,1533146.7,3066.2934,,,,,
577,8.17,39.39%,0.0016,495183.7,792.29392,,,,,
578,18.91,21.49%,0.004,1484624.1,5938.4964,,,,,
579,22.32,21.83%,0.0063,1744754.4,10991.95272,,,,,
580,14.23,1.35%,0.0002,1403789.5,280.7579,,,,,
581,15.65,10.73%,0.0066,1397075.5,9220.6983,,,,,
582,24.99,33.48%,0.001,1662334.8,1662.3348,,,,,
583,12.15,31.59%,0.0053,831181.5,4405.26195,,,,,
584,17.66,23.34%,0.0019,1353815.6,2572.24964,,,,,
585,4.01,37.85%,0.0016,249221.5,398.7544,,,,,
586,19.36,3.05%,0.0032,1876952,6006.2464,,,,,
587,2.14,12.72%,0.0089,186779.2,1662.33488,,,,,
588,1.39,8.89%,0.0033,126642.9,417.92157,,,,,
589,9.61,11.12%,0.0057,854136.8,4868.57976,,,,,
590,7.43,21.73%,0.0063,581546.1,3663.74043,,,,,
591,15.2,34.75%,0.0074,991800,7339.32,,,,,
592,8.56,31.22%,0.009,588756.8,5298.8112,,,,,
593,6.31,17.03%,0.0026,523540.7,1361.20582,,,,,
594,20.51,22.63%,0.0067,1586858.7,10631.95329,,,,,
595,2.83,39.82%,0.005,170309.4,851.547,,,,,
596,19.55,21.11%,0.0026,1542299.5,4009.9787,,,,,
597,23.26,25.28%,0.0088,1737987.2,15294.28736,,,,,
598,6.74,22.34%,0.0093,523428.4,4867.88412,,,,,
599,10.15,14.27%,0.0036,870159.5,3132.5742,,,,,
600,15.94,39.18%,0.0034,969470.8,3296.20072,,,,,
601,2.22,4.55%,0.0014,211899,296.6586,,,,,
602,3.32,25.28%,0.0036,248070.4,893.05344,,,,,
603,12.34,37.73%,0.0019,768411.8,1459.98242,,,,,
604,18.92,16.51%,0.0061,1579630.8,9635.74788,,,,,
605,7.98,18.90%,0.0035,647178,2265.123,,,,,
606,22.43,10.91%,0.002,1998288.7,3996.5774,,,,,
607,22.84,34.05%,0.0004,1506298,602.5192,,,,,
608,22.94,32.37%,0.0099,1551432.2,15359.17878,,,,,
609,2.88,37.48%,0.0086,180057.6,1548.49536,,,,,
610,1.26,31.48%,0.0019,86335.2,164.03688,,,,,
611,10.7,7.26%,0.0083,992318,8236.2394,,,,,
612,24.99,28.26%,0.0085,1792782.6,15238.6521,,,,,
613,15.68,0.93%,0.0077,1553417.6,11961.31552,,,,,
614,10.69,32.08%,0.0028,726064.8,2032.98144,,,,,
615,14.59,39.93%,0.0032,876421.3,2804.54816,,,,,
616,20.32,0.01%,0.0099,2031796.8,20114.78832,,,,,
617,2.19,14.69%,0.0026,186828.9,485.75514,,,,,
618,19.88,7.52%,0.0059,1838502.4,10847.16416,,,,,
619,11.73,36.89%,0.0028,740280.3,2072.78484,,,,,
620,6.01,5.49%,0.0045,568005.1,2556.02295,,,,,
621,23.58,23.95%,0.0051,1793259,9145.6209,,,,,
622,23.83,20.17%,0.0001,1902348.9,190.23489,,,,,
623,23.15,28.62%,0.0041,1652447,6775.0327,,,,,
624,15.41,29.03%,0.0078,1093647.7,8530.45206,,,,,
625,7.2,17.47%,0.0087,594216,5169.6792,,,,,
626,1.56,39.78%,0.0021,93943.2,197.28072,,,,,
627,1.5,30.67%,0.0033,103995,343.1835,,,,,
628,23.77,10.07%,0.0067,2137636.1,14322.16187,,,,,
629,3.52,19.13%,0.0018,284662.4,512.39232,,,,,
630,6.64,32.31%,0.0029,449461.6,1303.43864,,,,,
631,10.35,2.42%,0.0038,1009953,3837.8214,,,,,
632,14.27,1.53%,0.0031,1405166.9,4356.01739,,,,,
633,5.41,18.77%,0.0027,439454.3,1186.52661,,,,,
634,4.08,10.79%,0.0057,363976.8,2074.66776,,,,,
635,24.93,39.55%,0.009,1507018.5,13563.1665,,,,,
636,22.98,34.75%,0.0021,1499445,3148.8345,,,,,
637,1.3,36.81%,0.0026,82147,213.5822,,,,,
638,18.38,8.72%,0.0039,1677726.4,6543.13296,,,,,
639,0,8.57%,0.0075,0,0,,,,,
640,7.83,24.40%,0.0084,591948,4972.3632,,,,,
641,9.97,4.62%,0.0035,950938.6,3328.2851,,,,,
642,7.13,23.22%,0.0037,547441.4,2025.53318,,,,,
643,13.02,31.24%,0.0096,895255.2,8594.44992,,,,,
644,23.3,34.18%,0.0044,1533606,6747.8664,,,,,
645,6.8,27.86%,0.0053,490552,2599.9256,,,,,
646,14.87,17.15%,0.0058,1231979.5,7145.4811,,,,,
647,22.26,32.21%,0.0081,1509005.4,12222.94374,,,,,
648,12.31,36.40%,0.0024,782916,1878.9984,,,,,
649,3.97,35.55%,0.0076,255866.5,1944.5854,,,,,
650,22.04,16.61%,0.0058,1837915.6,10659.91048,,,,,
651,20.76,4.03%,0.01,1992337.2,19923.372,,,,,
652,16.64,38.56%,0.0011,1022361.6,1124.59776,,,,,
653,8.03,1.72%,0.0005,789188.4,394.5942,,,,,
654,18.6,37.43%,0.0059,1163802,6866.4318,,,,,
655,10.22,5.50%,0.0094,965790,9078.426,,,,,
656,3.91,11.23%,0.0071,347090.7,2464.34397,,,,,
657,20.98,19.77%,0.0051,1683225.4,8584.44954,,,,,
658,14.78,27.75%,0.0012,1067855,1281.426,,,,,
659,13.96,23.55%,0.0058,1067242,6190.0036,,,,,
660,14.59,34.45%,0.0068,956374.5,6503.3466,,,,,
661,21.5,8.60%,0.0073,1965100,14345.23,,,,,
662,1.14,29.92%,0.0048,79891.2,383.47776,,,,,
663,16.39,1.85%,0.0096,1608678.5,15443.3136,,,,,
664,6.42,6.22%,0.0096,602067.6,5779.84896,,,,,
665,2.4,2.75%,0.0003,233400,70.02,,,,,
666,20.78,19.53%,0.0055,1672166.6,9196.9163,,,,,
667,22.66,29.08%,0.0071,1607047.2,11410.03512,,,,,
668,24.74,2.87%,0.0038,2402996.2,9131.38556,,,,,
669,3.93,1.11%,0.0021,388637.7,816.13917,,,,,
670,21.43,36.61%,0.0042,1358447.7,5705.48034,,,,,
671,22.91,21.41%,0.0079,1800496.9,14223.92551,,,,,
672,0.86,19.70%,0.0043,69058,296.9494,,,,,
673,0.06,3.13%,0.0087,5812.2,50.56614,,,,,
674,12.8,24.41%,0.0083,967552,8030.6816,,,,,
675,2.57,39.55%,0.0042,155356.5,652.4973,,,,,
676,17.85,2.58%,0.0062,1738947,10781.4714,,,,,
677,12.15,39.47%,0.0071,735439.5,5221.62045,,,,,
678,1.4,2.10%,0.002,137060,274.12,,,,,
679,1.31,38.88%,0.0047,80067.2,376.31584,,,,,
680,18.73,37.20%,0.0001,1176244,117.6244,,,,,
681,1.59,11.64%,0.002,140492.4,280.9848,,,,,
682,7.71,8.41%,0.0045,706158.9,3177.71505,,,,,
683,18.51,17.98%,0.0089,1518190.2,13511.89278,,,,,
684,21.6,23.93%,0.009,1643112,14788.008,,,,,
685,5.46,21.40%,0.0051,429156,2188.6956,,,,,
686,20.62,6.67%,0.0088,1924464.6,16935.28848,,,,,
687,6.07,23.74%,0.0067,462898.2,3101.41794,,,,,
688,9.08,14.56%,0.0051,775795.2,3956.55552,,,,,
689,18.08,5.58%,0.0082,1707113.6,13998.33152,,,,,
690,20.78,20.32%,0.0023,1655750.4,3808.22592,,,,,
691,8.05,3.29%,0.0026,778515.5,2024.1403,,,,,
692,17.38,29.54%,0.0083,1224594.8,10164.13684,,,,,
693,7.04,8.39%,0.0069,644934.4,4450.04736,,,,,
694,17.03,7.63%,0.0007,1573061.1,1101.14277,,,,,
695,12.17,38.75%,0.0092,745412.5,6857.795,,,,,
696,19.65,29.49%,0.0098,1385521.5,13578.1107,,,,,
697,12.67,16.75%,0.0036,1054777.5,3797.199,,,,,
698,9.55,14.84%,0.0098,813278,7970.1244,,,,,
699,10.6,6.21%,0.0043,994174,4274.9482,,,,,
700,7.85,21.15%,0.0082,618972.5,5075.5745,,,,,
701,17.87,30.92%,0.0033,1234459.6,4073.71668,,,,,
702,17.14,27.64%,0.0064,1240250.4,7937.60256,,,,,
703,24.95,17.29%,0.0018,2063614.5,3714.5061,,,,,
704,6.03,29.22%,0.0095,426803.4,4054.6323,,,,,
705,8.26,22.56%,0.0083,639654.4,5309.13152,,,,,
706,12.74,37.06%,0.0099,801855.6,7938.37044,,,,,
707,6.52,19.86%,0.0067,522512.8,3500.83576,,,,,
708,9.84,35.21%,0.0051,637533.6,3251.42136,,,,,
709,15.11,23.98%,0.0045,1148662.2,5168.9799,,,,,
710,24.68,36.20%,0.003,1574584,4723.752,,,,,
711,5.96,20.18%,0.0013,475727.2,618.44536,,,,,
712,1.92,37.09%,0.001,120787.2,120.7872,,,,,
713,16.03,38.86%,0.0077,980074.2,7546.57134,,,,,
714,2.27,37.87%,0.0034,141035.1,479.51934,,,,,
715,15.86,39.96%,0.0009,952234.4,857.01096,,,,,
716,19.72,15.60%,0.0014,1664368,2330.1152,,,,,
717,3.33,30.95%,0.0013,229936.5,298.91745,,,,,
718,5.03,32.94%,0.0006,337311.8,202.38708,,,,,
719,3.14,15.18%,0.0059,266334.8,1571.37532,,,,,
720,4.53,10.91%,0.006,403577.7,2421.4662,,,,,
721,1.27,36.91%,0.0099,80124.3,793.23057,,,,,
722,19.85,22.18%,0.0098,1544727,15138.3246,,,,,
723,16.3,31.51%,0.0024,1116387,2679.3288,,,,,
724,5.01,26.52%,0.0005,368134.8,184.0674,,,,,
725,21.5,25.66%,0.0065,1598310,10389.015,,,,,
726,0.13,17.69%,0.0063,10700.3,67.41189,,,,,
727,8.97,2.73%,0.0047,872511.9,4100.80593,,,,,
728,17.51,28.85%,0.0097,1245836.5,12084.61405,,,,,
729,11.12,23.70%,0.0057,848456,4836.1992,,,,,
730,2.87,8.30%,0.005,263179,1315.895,,,,,
731,2.37,11.72%,0.0093,209223.6,1945.77948,,,,,
732,0.78,23.60%,0.0009,59592,53.6328,,,,,
733,14.09,28.42%,0.0005,1008562.2,504.2811,,,,,
734,21.78,0.25%,0.0056,2172555,12166.308,,,,,
735,10.47,18.84%,0.0066,849745.2,5608.31832,,,,,
736,12.12,0.35%,0.0049,1207758,5918.0142,,,,,
737,18.47,25.17%,0.0014,1382110.1,1934.95414,,,,,
738,0.77,31.03%,0.0069,53106.9,366.43761,,,,,
739,14.79,4.66%,0.0023,1410078.6,3243.18078,,,,,
740,22.3,4.40%,0.0076,2131880,16202.288,,,,,
741,17.04,28.22%,0.006,1223131.2,7338.7872,,,,,
742,22.59,29.22%,0.0059,1598920.2,9433.62918,,,,,
743,9.42,14.66%,0.0097,803902.8,7797.85716,,,,,
744,23.44,26.26%,0.0089,1728465.6,15383.34384,,,,,
745,0.96,37.37%,0.0019,60124.8,114.23712,,,,,
746,17.72,32.88%,0.0064,1189366.4,7611.94496,,,,,
747,2.38,4.11%,0.0072,228218.2,1643.17104,,,,,
748,19.49,38.76%,0.0076,1193567.6,9071.11376,,,,,
749,24.88,17.99%,0.0025,2040408.8,5101.022,,,,,
750,24.52,30.27%,0.0058,1709779.6,9916.72168,,,,,
751,1.56,29.39%,0.0056,110151.6,616.84896,,,,,
752,23.45,30.78%,0.0059,1623209,9576.9331,,,,,
753,24.07,7.95%,0.0093,2215643.5,20605.48455,,,,,
754,7.27,20.46%,0.0027,578255.8,1561.29066,,,,,
755,7.38,15.80%,0.0041,621396,2547.7236,,,,,
756,18.62,25.16%,0.0036,1393520.8,5016.67488,,,,,
757,2.61,33.77%,0.0059,172860.3,1019.87577,,,,,
758,7.53,8.45%,0.009,689371.5,6204.3435,,,,,
759,6.15,3.79%,0.0062,591691.5,3668.4873,,,,,
760,3.7,28.15%,0.0063,265845,1674.8235,,,,,
761,1.38,3.14%,0.0059,133666.8,788.63412,,,,,
762,22.57,39.37%,0.0061,1368419.1,8347.35651,,,,,
763,9.85,6.53%,0.0097,920679.5,8930.59115,,,,,
764,21.95,1.38%,0.0005,2164709,1082.3545,,,,,
765,14.38,10.55%,0.0014,1286291,1800.8074,,,,,
766,15,9.71%,0.0042,1354350,5688.27,,,,,
767,20.61,5.10%,0.009,1955889,17603.001,,,,,
768,3.81,39.48%,0.0018,230581.2,415.04616,,,,,
769,7.42,10.90%,0.0048,661122,3173.3856,,,,,
770,22.31,36.15%,0.0094,1424493.5,13390.2389,,,,,
771,4.63,21.60%,0.001,362992,362.992,,,,,
772,1.19,32.93%,0.0083,79813.3,662.45039,,,,,
773,12.97,22.99%,0.0069,998819.7,6891.85593,,,,,
774,23.41,30.08%,0.0002,1636827.2,327.36544,,,,,
775,20.66,38.84%,0.0083,1263565.6,10487.59448,,,,,
776,6.2,33.31%,0.0075,413478,3101.085,,,,,
777,4.17,32.71%,0.0033,280599.3,925.97769,,,,,
778,11.45,27.84%,0.003,826232,2478.696,,,,,
779,14.4,17.75%,0.0069,1184400,8172.36,,,,,
780,3.12,32.57%,0.0012,210381.6,252.45792,,,,,
781,2.59,0.95%,0.0005,256539.5,128.26975,,,,,
782,16.89,30.91%,0.0035,1166930.1,4084.25535,,,,,
783,1.72,5.97%,0.0071,161731.6,1148.29436,,,,,
784,7.54,26.33%,0.0031,555471.8,1721.96258,,,,,
785,24.77,14.59%,0.0071,2115605.7,15020.80047,,,,,
786,22.83,13.93%,0.0004,1964978.1,785.99124,,,,,
787,11.89,19.68%,0.0055,955004.8,5252.5264,,,,,
788,19.87,7.62%,0.0081,1835590.6,14868.28386,,,,,
789,8.65,26.42%,0.0067,636467,4264.3289,,,,,
790,10.4,22.03%,0.0022,810888,1783.9536,,,,,
791,5.1,11.48%,0.003,451452,1354.356,,,,,
792,24.83,15.24%,0.0093,2104590.8,19572.69444,,,,,
793,23.9,7.71%,0.0074,2205731,16322.4094,,,,,
794,19.55,3.76%,0.0028,1881492,5268.1776,,,,,
795,5.36,15.42%,0.0026,453348.8,1178.70688,,,,,
796,22.67,38.66%,0.002,1390577.8,2781.1556,,,,,
797,7.66,9.07%,0.0081,696523.8,5641.84278,,,,,
798,4.88,9.60%,0.0006,441152,264.6912,,,,,
799,13.56,20.17%,0.001,1082494.8,1082.4948,,,,,
800,9.1,28.92%,0.0052,646828,3363.5056,,,,,
801,22.9,35.88%,0.0083,1468348,12187.2884,,,,,
802,18.09,24.83%,0.0039,1359825.3,5303.31867,,,,,
803,0.95,26.68%,0.0002,69654,13.9308,,,,,
804,4,20.10%,0.005,319600,1598,,,,,
805,17.47,37.08%,0.0007,1099212.4,769.44868,,,,,
806,11.45,13.04%,0.0035,995692,3484.922,,,,,
807,19.27,11.08%,0.0028,1713488.4,4797.76752,,,,,
808,14.98,29.88%,0.0089,1050397.6,9348.53864,,,,,
809,8.41,38.27%,0.004,519149.3,2076.5972,,,,,
810,19.76,29.05%,0.0067,1401972,9393.2124,,,,,
811,10.23,19.34%,0.0094,825151.8,7756.42692,,,,,
812,1.7,18.53%,0.0085,138499,1177.2415,,,,,
813,0.05,2.07%,0.0036,4896.5,17.6274,,,,,
814,18.69,32.90%,0.0022,1254099,2759.0178,,,,,
815,10.85,27.60%,0.0034,785540,2670.836,,,,,
816,11.82,15.14%,0.0091,1003045.2,9127.71132,,,,,
817,21.5,29.00%,0.0065,1526500,9922.25,,,,,
818,22.28,24.18%,0.005,1689269.6,8446.348,,,,,
819,21.52,34.78%,0.0051,1403534.4,7158.02544,,,,,
820,22.34,39.05%,0.0086,1361623,11709.9578,,,,,
821,15.23,19.83%,0.0021,1220989.1,2564.07711,,,,,
822,4.88,19.80%,0.005,391376,1956.88,,,,,
823,23.73,9.61%,0.0073,2144954.7,15658.16931,,,,,
824,13.48,0.58%,0.0058,1340181.6,7773.05328,,,,,
825,0.92,34.05%,0.0029,60674,175.9546,,,,,
826,17.8,10.03%,0.0036,1601466,5765.2776,,,,,
827,14.06,38.22%,0.0022,868626.8,1910.97896,,,,,
828,14.11,23.36%,0.0078,1081390.4,8434.84512,,,,,
829,9.32,22.94%,0.008,718199.2,5745.5936,,,,,
830,17.06,31.30%,0.0052,1172022,6094.5144,,,,,
831,16.23,2.95%,0.0079,1575121.5,12443.45985,,,,,
832,17.84,2.96%,0.0092,1731193.6,15926.98112,,,,,
833,21.15,12.22%,0.0089,1856547,16523.2683,,,,,
834,5.87,7.36%,0.0046,543796.8,2501.46528,,,,,
835,16.48,28.63%,0.0012,1176177.6,1411.41312,,,,,
836,22.36,38.83%,0.0035,1367761.2,4787.1642,,,,,
837,8,23.13%,0.008,614960,4919.68,,,,,
838,0.04,35.58%,0.0069,2576.8,17.77992,,,,,
839,7.83,32.36%,0.0066,529621.2,3495.49992,,,,,
840,9.45,14.43%,0.0014,808636.5,1132.0911,,,,,
841,18.17,37.08%,0.0055,1143256.4,6287.9102,,,,,
842,8.08,5.11%,0.0018,766711.2,1380.08016,,,,,
843,4.09,35.66%,0.0043,263150.6,1131.54758,,,,,
844,10.06,37.54%,0.0006,628347.6,377.00856,,,,,
845,0.82,28.91%,0.0063,58293.8,367.25094,,,,,
846,7.49,34.93%,0.0029,487374.3,1413.38547,,,,,
847,19.75,12.12%,0.0012,1735630,2082.756,,,,,
848,4.39,19.61%,0.0006,352912.1,211.74726,,,,,
849,21.66,17.76%,0.0042,1781318.4,7481.53728,,,,,
850,15.06,25.60%,0.0024,1120464,2689.1136,,,,,
851,21.07,3.05%,0.0006,2042736.5,1225.6419,,,,,
852,2.78,0.03%,0.0099,277916.6,2751.37434,,,,,
853,6.94,7.56%,0.0071,641533.6,4554.88856,,,,,
854,15.63,24.92%,0.008,1173500.4,9388.0032,,,,,
855,19.92,38.10%,0.0022,1233048,2712.7056,,,,,
856,0.52,24.23%,0.0064,39400.4,252.16256,,,,,
857,1.93,29.39%,0.0017,136277.3,231.67141,,,,,
858,12.14,14.70%,0.0035,1035542,3624.397,,,,,
859,0.12,34.24%,0.0087,7891.2,68.65344,,,,,
860,11.78,32.95%,0.0006,789849,473.9094,,,,,
861,0.76,13.29%,0.0009,65899.6,59.30964,,,,,
862,5.35,16.97%,0.008,444210.5,3553.684,,,,,
863,3.63,39.91%,0.0093,218126.7,2028.57831,,,,,
864,14.3,28.16%,0.0069,1027312,7088.4528,,,,,
865,23.37,14.58%,0.0047,1996265.4,9382.44738,,,,,
866,24.48,12.17%,0.0068,2150078.4,14620.53312,,,,,
867,13.75,13.56%,0.0074,1188550,8795.27,,,,,
868,13.22,22.27%,0.0055,1027590.6,5651.7483,,,,,
869,6.15,14.61%,0.0023,525148.5,1207.84155,,,,,
870,6.06,33.91%,0.0052,400505.4,2082.62808,,,,,
871,1.84,12.08%,0.0035,161772.8,566.2048,,,,,
872,20.27,19.81%,0.0072,1625451.3,11703.24936,,,,,
873,12.45,8.77%,0.0031,1135813.5,3521.02185,,,,,
874,17.06,20.46%,0.0034,1356952.4,4613.63816,,,,,
875,12.99,11.93%,0.0039,1144029.3,4461.71427,,,,,
876,13.86,29.04%,0.0064,983505.6,6294.43584,,,,,
877,11.1,38.93%,0.0004,677877,271.1508,,,,,
878,9.61,19.79%,0.0015,770818.1,1156.22715,,,,,
879,5.97,20.78%,0.0087,472943.4,4114.60758,,,,,
880,10.72,39.15%,0.0026,652312,1696.0112,,,,,
881,3.14,35.52%,0.0042,202467.2,850.36224,,,,,
882,8.41,31.26%,0.0075,578103.4,4335.7755,,,,,
883,22.45,3.59%,0.0076,2164404.5,16449.4742,,,,,
